Schluessel,Zeile,Von,Bis,Behinderung,hatTatbestandBE,hatZusatzinformationTatbestandstabelle,gehoertZuTatbestandstabelleBE
'5217','2','5','10','N','334636','2013-04-01-00.00.00.0000','','734010'
'5218','3','10','15','N','334637','2013-04-01-00.00.00.0000','','734010'
'5219','4','15','20','N','334638','2013-04-01-00.00.00.0000','','734010'
'5220','5','20','25','N','334639','2013-04-01-00.00.00.0000','','734010'
'5221','6','25','30','N','334640','2013-04-01-00.00.00.0000','','734010'
'5222','7','30','999','N','334641','2013-04-01-00.00.00.0000','','734010'
'5223','1','5','10','N','334642','2013-04-01-00.00.00.0000','','734011'
'5224','2','10','15','N','334643','2013-04-01-00.00.00.0000','','734011'
'5225','3','15','20','N','334644','2013-04-01-00.00.00.0000','','734011'
'5226','4','20','25','N','334645','2013-04-01-00.00.00.0000','','734011'
'5227','5','25','30','N','334646','2013-04-01-00.00.00.0000','','734011'
'5228','6','30','999','N','334647','2013-04-01-00.00.00.0000','','734011'
'5229','2','5','10','N','334648','2013-04-01-00.00.00.0000','','734012'
'5230','3','10','15','N','334649','2013-04-01-00.00.00.0000','','734012'
'5231','4','15','20','N','334650','2013-04-01-00.00.00.0000','','734012'
'5232','5','20','25','N','334651','2013-04-01-00.00.00.0000','','734012'
'5233','6','25','30','N','334652','2013-04-01-00.00.00.0000','','734012'
'5234','7','30','999','N','334653','2013-04-01-00.00.00.0000','','734012'
'5235','1','5','10','N','334654','2013-04-01-00.00.00.0000','','734013'
'5236','2','10','15','N','334655','2013-04-01-00.00.00.0000','','734013'
'5237','3','15','20','N','334656','2013-04-01-00.00.00.0000','','734013'
'5238','4','20','25','N','334657','2013-04-01-00.00.00.0000','','734013'
'5239','5','25','30','N','334658','2013-04-01-00.00.00.0000','','734013'
'5240','6','30','999','N','334659','2013-04-01-00.00.00.0000','','734013'
'5241','4','20','25','N','334660','2013-04-01-00.00.00.0000','','734020'
'5242','5','25','30','N','334661','2013-04-01-00.00.00.0000','','734020'
'5243','6','30','999','N','334662','2013-04-01-00.00.00.0000','','734020'
'5244','1','20','25','N','334666','2013-04-01-00.00.00.0000','','734021'
'5245','2','25','30','N','334667','2013-04-01-00.00.00.0000','','734021'
'5246','3','30','999','N','334668','2013-04-01-00.00.00.0000','','734021'
'5247','1','20','25','N','334672','2013-04-01-00.00.00.0000','','734022'
'5248','2','25','30','N','334673','2013-04-01-00.00.00.0000','','734022'
'5249','3','30','999','N','334674','2013-04-01-00.00.00.0000','','734022'
'5250','4','20','25','N','334678','2013-04-01-00.00.00.0000','','734023'
'5251','5','25','30','N','334679','2013-04-01-00.00.00.0000','','734023'
'5252','6','30','999','N','334680','2013-04-01-00.00.00.0000','','734023'
'5253','1','20','25','N','334684','2013-04-01-00.00.00.0000','','734024'
'5254','2','25','30','N','334685','2013-04-01-00.00.00.0000','','734024'
'5255','3','30','999','N','334686','2013-04-01-00.00.00.0000','','734024'
'5256','1','20','25','N','334690','2013-04-01-00.00.00.0000','','734025'
'5257','2','25','30','N','334691','2013-04-01-00.00.00.0000','','734025'
'5258','3','30','999','N','334692','2013-04-01-00.00.00.0000','','734025'
'5259','4','20','25','N','334696','2013-04-01-00.00.00.0000','','734030'
'5260','5','25','30','N','334697','2013-04-01-00.00.00.0000','','734030'
'5261','6','30','999','N','334698','2013-04-01-00.00.00.0000','','734030'
'5262','1','20','25','N','334702','2013-04-01-00.00.00.0000','','734031'
'5263','2','25','30','N','334703','2013-04-01-00.00.00.0000','','734031'
'5264','3','30','999','N','334704','2013-04-01-00.00.00.0000','','734031'
'5265','4','20','25','N','334708','2013-04-01-00.00.00.0000','','734032'
'5266','5','25','30','N','334709','2013-04-01-00.00.00.0000','','734032'
'5267','6','30','999','N','334710','2013-04-01-00.00.00.0000','','734032'
'5268','1','20','25','N','334714','2013-04-01-00.00.00.0000','','734033'
'5269','2','25','30','N','334715','2013-04-01-00.00.00.0000','','734033'
'5270','3','30','999','N','334716','2013-04-01-00.00.00.0000','','734033'
'5271','2','5','10','N','334720','2013-04-01-00.00.00.0000','','734040'
'5272','3','10','15','N','334721','2013-04-01-00.00.00.0000','','734040'
'5273','4','15','20','N','334722','2013-04-01-00.00.00.0000','','734040'
'5274','5','20','25','N','334723','2013-04-01-00.00.00.0000','','734040'
'5275','6','25','30','N','334724','2013-04-01-00.00.00.0000','','734040'
'5276','7','30','999','N','334725','2013-04-01-00.00.00.0000','','734040'
'5277','1','5','10','N','334726','2013-04-01-00.00.00.0000','','734041'
'5278','2','10','15','N','334727','2013-04-01-00.00.00.0000','','734041'
'5279','3','15','20','N','334728','2013-04-01-00.00.00.0000','','734041'
'5280','4','20','25','N','334729','2013-04-01-00.00.00.0000','','734041'
'5281','5','25','30','N','334730','2013-04-01-00.00.00.0000','','734041'
'5282','6','30','999','N','334731','2013-04-01-00.00.00.0000','','734041'
'5283','2','5','10','N','334732','2013-04-01-00.00.00.0000','','734042'
'5284','3','10','15','N','334733','2013-04-01-00.00.00.0000','','734042'
'5285','4','15','20','N','334734','2013-04-01-00.00.00.0000','','734042'
'5286','5','20','25','N','334735','2013-04-01-00.00.00.0000','','734042'
'5287','6','25','30','N','334736','2013-04-01-00.00.00.0000','','734042'
'5288','7','30','999','N','334737','2013-04-01-00.00.00.0000','','734042'
'5289','1','5','10','N','334738','2013-04-01-00.00.00.0000','','734043'
'5290','2','10','15','N','334739','2013-04-01-00.00.00.0000','','734043'
'5291','3','15','20','N','334740','2013-04-01-00.00.00.0000','','734043'
'5292','4','20','25','N','334741','2013-04-01-00.00.00.0000','','734043'
'5293','5','25','30','N','334742','2013-04-01-00.00.00.0000','','734043'
'5294','6','30','999','N','334743','2013-04-01-00.00.00.0000','','734043'
'5295','4','20','25','N','334744','2013-04-01-00.00.00.0000','','734050'
'5296','5','25','30','N','334745','2013-04-01-00.00.00.0000','','734050'
'5297','6','30','999','N','334746','2013-04-01-00.00.00.0000','','734050'
'5298','1','20','25','N','334750','2013-04-01-00.00.00.0000','','734051'
'5299','2','25','30','N','334751','2013-04-01-00.00.00.0000','','734051'
'5300','3','30','999','N','334752','2013-04-01-00.00.00.0000','','734051'
'5301','4','20','25','N','334756','2013-04-01-00.00.00.0000','','734052'
'5302','5','25','30','N','334757','2013-04-01-00.00.00.0000','','734052'
'5303','6','30','999','N','334758','2013-04-01-00.00.00.0000','','734052'
'5304','1','20','25','N','334762','2013-04-01-00.00.00.0000','','734053'
'5305','2','25','30','N','334763','2013-04-01-00.00.00.0000','','734053'
'5306','3','30','999','N','334764','2013-04-01-00.00.00.0000','','734053'
'5307','2','5','10','N','334768','2013-04-01-00.00.00.0000','','734060'
'5308','3','10','15','N','334769','2013-04-01-00.00.00.0000','','734060'
'5309','4','15','20','N','334770','2013-04-01-00.00.00.0000','','734060'
'5310','5','20','25','N','334771','2013-04-01-00.00.00.0000','','734060'
'5311','6','25','30','N','334772','2013-04-01-00.00.00.0000','','734060'
'5312','7','30','999','N','334773','2013-04-01-00.00.00.0000','','734060'
'5313','1','5','10','N','334774','2013-04-01-00.00.00.0000','','734061'
'5314','2','10','15','N','334775','2013-04-01-00.00.00.0000','','734061'
'5315','3','15','20','N','334776','2013-04-01-00.00.00.0000','','734061'
'5316','4','20','25','N','334777','2013-04-01-00.00.00.0000','','734061'
'5317','5','25','30','N','334778','2013-04-01-00.00.00.0000','','734061'
'5318','6','30','999','N','334779','2013-04-01-00.00.00.0000','','734061'
'5319','1','5','10','N','334780','2013-04-01-00.00.00.0000','','734062'
'5320','2','10','15','N','334781','2013-04-01-00.00.00.0000','','734062'
'5321','3','15','20','N','334782','2013-04-01-00.00.00.0000','','734062'
'5322','4','20','25','N','334783','2013-04-01-00.00.00.0000','','734062'
'5323','5','25','30','N','334784','2013-04-01-00.00.00.0000','','734062'
'5324','6','30','999','N','334785','2013-04-01-00.00.00.0000','','734062'
'5325','2','5','10','N','334786','2013-04-01-00.00.00.0000','','734063'
'5326','3','10','15','N','334787','2013-04-01-00.00.00.0000','','734063'
'5327','4','15','20','N','334788','2013-04-01-00.00.00.0000','','734063'
'5328','5','20','25','N','334789','2013-04-01-00.00.00.0000','','734063'
'5329','6','25','30','N','334790','2013-04-01-00.00.00.0000','','734063'
'5330','7','30','999','N','334791','2013-04-01-00.00.00.0000','','734063'
'5331','1','5','10','N','334792','2013-04-01-00.00.00.0000','','734064'
'5332','2','10','15','N','334793','2013-04-01-00.00.00.0000','','734064'
'5333','3','15','20','N','334794','2013-04-01-00.00.00.0000','','734064'
'5334','4','20','25','N','334795','2013-04-01-00.00.00.0000','','734064'
'5335','5','25','30','N','334796','2013-04-01-00.00.00.0000','','734064'
'5336','6','30','999','N','334797','2013-04-01-00.00.00.0000','','734064'
'5337','1','5','10','N','334798','2013-04-01-00.00.00.0000','','734065'
'5338','2','10','15','N','334799','2013-04-01-00.00.00.0000','','734065'
'5339','3','15','20','N','334800','2013-04-01-00.00.00.0000','','734065'
'5340','4','20','25','N','334801','2013-04-01-00.00.00.0000','','734065'
'5341','5','25','30','N','334802','2013-04-01-00.00.00.0000','','734065'
'5342','6','30','999','N','334803','2013-04-01-00.00.00.0000','','734065'
'5343','2','5','10','N','334804','2013-04-01-00.00.00.0000','','734070'
'5344','3','10','15','N','334805','2013-04-01-00.00.00.0000','','734070'
'5345','4','15','20','N','334806','2013-04-01-00.00.00.0000','','734070'
'5346','5','20','25','N','334807','2013-04-01-00.00.00.0000','','734070'
'5347','6','25','30','N','334808','2013-04-01-00.00.00.0000','','734070'
'5348','7','30','999','N','334809','2013-04-01-00.00.00.0000','','734070'
'5349','1','5','10','N','334810','2013-04-01-00.00.00.0000','','734071'
'5350','2','10','15','N','334811','2013-04-01-00.00.00.0000','','734071'
'5351','3','15','20','N','334812','2013-04-01-00.00.00.0000','','734071'
'5352','4','20','25','N','334813','2013-04-01-00.00.00.0000','','734071'
'5353','5','25','30','N','334814','2013-04-01-00.00.00.0000','','734071'
'5354','6','30','999','N','334815','2013-04-01-00.00.00.0000','','734071'
'5355','2','5','10','N','334816','2013-04-01-00.00.00.0000','','734072'
'5356','3','10','15','N','334817','2013-04-01-00.00.00.0000','','734072'
'5357','4','15','20','N','334818','2013-04-01-00.00.00.0000','','734072'
'5358','5','20','25','N','334819','2013-04-01-00.00.00.0000','','734072'
'5359','6','25','30','N','334820','2013-04-01-00.00.00.0000','','734072'
'5360','7','30','999','N','334821','2013-04-01-00.00.00.0000','','734072'
'5361','1','5','10','N','334822','2013-04-01-00.00.00.0000','','734073'
'5362','2','10','15','N','334823','2013-04-01-00.00.00.0000','','734073'
'5363','3','15','20','N','334824','2013-04-01-00.00.00.0000','','734073'
'5364','4','20','25','N','334825','2013-04-01-00.00.00.0000','','734073'
'5365','5','25','30','N','334826','2013-04-01-00.00.00.0000','','734073'
'5366','6','30','999','N','334827','2013-04-01-00.00.00.0000','','734073'
'5367','2','5','10','N','334828','2013-04-01-00.00.00.0000','','734080'
'5368','3','10','15','N','334829','2013-04-01-00.00.00.0000','','734080'
'5369','4','15','20','N','334830','2013-04-01-00.00.00.0000','','734080'
'5370','5','20','25','N','334831','2013-04-01-00.00.00.0000','','734080'
'5371','6','25','30','N','334832','2013-04-01-00.00.00.0000','','734080'
'5372','7','30','999','N','334833','2013-04-01-00.00.00.0000','','734080'
'5373','1','5','10','N','334834','2013-04-01-00.00.00.0000','','734081'
'5374','2','10','15','N','334835','2013-04-01-00.00.00.0000','','734081'
'5375','3','15','20','N','334836','2013-04-01-00.00.00.0000','','734081'
'5376','4','20','25','N','334837','2013-04-01-00.00.00.0000','','734081'
'5377','5','25','30','N','334838','2013-04-01-00.00.00.0000','','734081'
'5378','6','30','999','N','334839','2013-04-01-00.00.00.0000','','734081'
'5379','2','5','10','N','334840','2013-04-01-00.00.00.0000','','734082'
'5380','3','10','15','N','334841','2013-04-01-00.00.00.0000','','734082'
'5381','4','15','20','N','334842','2013-04-01-00.00.00.0000','','734082'
'5382','5','20','25','N','334843','2013-04-01-00.00.00.0000','','734082'
'5383','6','25','30','N','334844','2013-04-01-00.00.00.0000','','734082'
'5384','7','30','999','N','334845','2013-04-01-00.00.00.0000','','734082'
'5385','1','5','10','N','334846','2013-04-01-00.00.00.0000','','734083'
'5386','2','10','15','N','334847','2013-04-01-00.00.00.0000','','734083'
'5387','3','15','20','N','334848','2013-04-01-00.00.00.0000','','734083'
'5388','4','20','25','N','334849','2013-04-01-00.00.00.0000','','734083'
'5389','5','25','30','N','334850','2013-04-01-00.00.00.0000','','734083'
'5390','6','30','999','N','334851','2013-04-01-00.00.00.0000','','734083'
'5391','1','2','5','N','342112','2013-04-01-00.00.00.0000','','742310'
'5392','2','5','10','N','342612','2013-04-01-00.00.00.0000','','742310'
'5393','3','10','15','N','342613','2013-04-01-00.00.00.0000','','742310'
'5394','4','15','20','N','342614','2013-04-01-00.00.00.0000','','742310'
'5395','5','20','25','N','342615','2013-04-01-00.00.00.0000','','742310'
'5396','6','25','30','N','342616','2013-04-01-00.00.00.0000','','742310'
'5397','7','30','999','N','342617','2013-04-01-00.00.00.0000','','742310'
'5398','1','0','20','N','103636','2014-05-01-00.00.00.0000','','703000'
'5399','2','21','25','N','103637','2014-05-01-00.00.00.0000','','703000'
'5400','3','26','30','N','103638','2014-05-01-00.00.00.0000','','703000'
'5401','4','31','40','N','103639','2014-05-01-00.00.00.0000','','703000'
'5402','5','41','50','N','103640','2014-05-01-00.00.00.0000','','703000'
'5403','6','51','60','N','103641','2014-05-01-00.00.00.0000','','703000'
'5404','7','61','999','N','103642','2014-05-01-00.00.00.0000','','703000'
'5405','1','0','20','N','103648','2014-05-01-00.00.00.0000','','703001'
'5406','2','21','25','N','103649','2014-05-01-00.00.00.0000','','703001'
'5407','3','26','30','N','103650','2014-05-01-00.00.00.0000','','703001'
'5408','4','31','40','N','103651','2014-05-01-00.00.00.0000','','703001'
'5409','5','41','50','N','103652','2014-05-01-00.00.00.0000','','703001'
'5410','6','51','60','N','103653','2014-05-01-00.00.00.0000','','703001'
'5411','7','61','999','N','103654','2014-05-01-00.00.00.0000','','703001'
'5412','1','0','15','N','103660','2014-05-01-00.00.00.0000','','703002'
'5413','2','16','20','N','103661','2014-05-01-00.00.00.0000','','703002'
'5414','3','21','25','N','103662','2014-05-01-00.00.00.0000','','703002'
'5415','4','26','30','N','103663','2014-05-01-00.00.00.0000','','703002'
'5416','5','31','40','N','103664','2014-05-01-00.00.00.0000','','703002'
'5417','6','41','50','N','103665','2014-05-01-00.00.00.0000','','703002'
'5418','7','51','60','N','103666','2014-05-01-00.00.00.0000','','703002'
'5419','8','61','999','N','103667','2014-05-01-00.00.00.0000','','703002'
'5420','1','0','15','N','103672','2014-05-01-00.00.00.0000','','703003'
'5421','2','16','20','N','103673','2014-05-01-00.00.00.0000','','703003'
'5422','3','21','25','N','103674','2014-05-01-00.00.00.0000','','703003'
'5423','4','26','30','N','103675','2014-05-01-00.00.00.0000','','703003'
'5424','5','31','40','N','103676','2014-05-01-00.00.00.0000','','703003'
'5425','6','41','50','N','103677','2014-05-01-00.00.00.0000','','703003'
'5426','7','51','60','N','103678','2014-05-01-00.00.00.0000','','703003'
'5427','8','61','999','N','103679','2014-05-01-00.00.00.0000','','703003'
'5428','1','0','25','N','103684','2014-05-01-00.00.00.0000','','703004'
'5429','2','26','30','N','103685','2014-05-01-00.00.00.0000','','703004'
'5430','3','31','40','N','103686','2014-05-01-00.00.00.0000','','703004'
'5431','4','41','50','N','103687','2014-05-01-00.00.00.0000','','703004'
'5432','5','51','60','N','103688','2014-05-01-00.00.00.0000','','703004'
'5433','6','61','70','N','103689','2014-05-01-00.00.00.0000','','703004'
'5434','7','71','999','N','103690','2014-05-01-00.00.00.0000','','703004'
'5435','1','0','30','N','103696','2014-05-01-00.00.00.0000','','703005'
'5436','2','31','40','N','103697','2014-05-01-00.00.00.0000','','703005'
'5437','3','41','50','N','103698','2014-05-01-00.00.00.0000','','703005'
'5438','4','51','60','N','103699','2014-05-01-00.00.00.0000','','703005'
'5439','5','61','70','N','103700','2014-05-01-00.00.00.0000','','703005'
'5440','6','71','999','N','103701','2014-05-01-00.00.00.0000','','703005'
'5441','1','0','10','N','103178','2014-05-01-00.00.00.0000','','703006'
'5442','2','11','15','N','103179','2014-05-01-00.00.00.0000','','703006'
'5443','3','16','20','N','103716','2014-05-01-00.00.00.0000','','703006'
'5444','4','21','25','N','103717','2014-05-01-00.00.00.0000','','703006'
'5445','5','26','30','N','103718','2014-05-01-00.00.00.0000','','703006'
'5446','6','31','40','N','103719','2014-05-01-00.00.00.0000','','703006'
'5447','7','41','50','N','103720','2014-05-01-00.00.00.0000','','703006'
'5448','8','51','60','N','103721','2014-05-01-00.00.00.0000','','703006'
'5449','9','61','999','N','103722','2014-05-01-00.00.00.0000','','703006'
