hatKennzeichnung,gehoertZuTatbestandBE
'13','331846','2007-03-01-00.00.00.0000'
'13','331846','2008-03-01-00.00.00.0000'
'13','331846','2009-02-01-00.00.00.0000'
'13','331848','2002-01-01-00.00.00.0000'
'13','331848','2007-03-01-00.00.00.0000'
'13','331848','2008-03-01-00.00.00.0000'
'13','331848','2009-02-01-00.00.00.0000'
'13','331849','2002-01-01-00.00.00.0000'
'13','331849','2007-03-01-00.00.00.0000'
'13','331849','2008-03-01-00.00.00.0000'
'13','331849','2009-02-01-00.00.00.0000'
'13','331850','2002-01-01-00.00.00.0000'
'13','331850','2007-03-01-00.00.00.0000'
'13','331850','2008-03-01-00.00.00.0000'
'13','331850','2009-02-01-00.00.00.0000'
'13','331852','2002-01-01-00.00.00.0000'
'13','331852','2007-03-01-00.00.00.0000'
'13','331852','2008-03-01-00.00.00.0000'
'13','331852','2009-02-01-00.00.00.0000'
'13','331853','2002-01-01-00.00.00.0000'
'13','331853','2007-03-01-00.00.00.0000'
'13','331853','2008-03-01-00.00.00.0000'
'13','331853','2009-02-01-00.00.00.0000'
'13','331854','2002-01-01-00.00.00.0000'
'13','331854','2007-03-01-00.00.00.0000'
'13','331854','2008-03-01-00.00.00.0000'
'13','331854','2009-02-01-00.00.00.0000'
'13','331856','2002-01-01-00.00.00.0000'
'13','331856','2007-03-01-00.00.00.0000'
'13','331856','2008-03-01-00.00.00.0000'
'13','331856','2009-02-01-00.00.00.0000'
'13','331857','2002-01-01-00.00.00.0000'
'13','331857','2007-03-01-00.00.00.0000'
'13','331857','2008-03-01-00.00.00.0000'
'13','331857','2009-02-01-00.00.00.0000'
'13','331858','2002-01-01-00.00.00.0000'
'13','331858','2007-03-01-00.00.00.0000'
'13','331858','2008-03-01-00.00.00.0000'
'13','331858','2009-02-01-00.00.00.0000'
'13','331860','2002-01-01-00.00.00.0000'
'13','331860','2007-03-01-00.00.00.0000'
'13','331860','2008-03-01-00.00.00.0000'
'13','331860','2009-02-01-00.00.00.0000'
'13','331861','2002-01-01-00.00.00.0000'
'13','331861','2007-03-01-00.00.00.0000'
'13','331861','2008-03-01-00.00.00.0000'
'13','331861','2009-02-01-00.00.00.0000'
'13','331862','2002-01-01-00.00.00.0000'
'13','331862','2007-03-01-00.00.00.0000'
'13','331862','2008-03-01-00.00.00.0000'
'13','331862','2009-02-01-00.00.00.0000'
'13','331864','2002-01-01-00.00.00.0000'
'13','331864','2007-03-01-00.00.00.0000'
'13','331864','2008-03-01-00.00.00.0000'
'13','331864','2009-02-01-00.00.00.0000'
'13','331865','2002-01-01-00.00.00.0000'
'13','331865','2007-03-01-00.00.00.0000'
'13','331865','2008-03-01-00.00.00.0000'
'13','331865','2009-02-01-00.00.00.0000'
'13','331866','2002-01-01-00.00.00.0000'
'13','331866','2007-03-01-00.00.00.0000'
'13','331866','2008-03-01-00.00.00.0000'
'13','331866','2009-02-01-00.00.00.0000'
'13','331868','2002-01-01-00.00.00.0000'
'13','331868','2007-03-01-00.00.00.0000'
'13','331868','2008-03-01-00.00.00.0000'
'13','331868','2009-02-01-00.00.00.0000'
'13','331868','2009-09-01-00.00.00.0000'
'13','331868','2009-09-03-00.00.00.0000'
'13','331869','2002-01-01-00.00.00.0000'
'13','331869','2007-03-01-00.00.00.0000'
'13','331869','2008-03-01-00.00.00.0000'
'13','331869','2009-02-01-00.00.00.0000'
'13','331869','2009-09-01-00.00.00.0000'
'13','331869','2009-09-03-00.00.00.0000'
'13','331870','2002-01-01-00.00.00.0000'
'13','331870','2007-03-01-00.00.00.0000'
'13','331870','2008-03-01-00.00.00.0000'
'13','331870','2009-02-01-00.00.00.0000'
'13','331870','2009-09-01-00.00.00.0000'
'13','331870','2009-09-03-00.00.00.0000'
'13','331874','2002-01-01-00.00.00.0000'
'13','331874','2007-03-01-00.00.00.0000'
'13','331874','2008-03-01-00.00.00.0000'
'13','331874','2009-02-01-00.00.00.0000'
'13','331874','2009-09-01-00.00.00.0000'
'13','331874','2009-09-03-00.00.00.0000'
'13','331875','2002-01-01-00.00.00.0000'
'13','331875','2007-03-01-00.00.00.0000'
'13','331875','2008-03-01-00.00.00.0000'
'13','331875','2009-02-01-00.00.00.0000'
'13','331875','2009-09-01-00.00.00.0000'
'13','331875','2009-09-03-00.00.00.0000'
'13','331876','2002-01-01-00.00.00.0000'
'13','331876','2007-03-01-00.00.00.0000'
'13','331876','2008-03-01-00.00.00.0000'
'13','331876','2009-02-01-00.00.00.0000'
'13','331876','2009-09-01-00.00.00.0000'
'13','331876','2009-09-03-00.00.00.0000'
'13','331880','2002-01-01-00.00.00.0000'
'13','331880','2007-03-01-00.00.00.0000'
'13','331880','2008-03-01-00.00.00.0000'
'13','331880','2009-02-01-00.00.00.0000'
'13','331881','2002-01-01-00.00.00.0000'
'13','331881','2007-03-01-00.00.00.0000'
'13','331881','2008-03-01-00.00.00.0000'
'13','331881','2009-02-01-00.00.00.0000'
'13','331882','2002-01-01-00.00.00.0000'
'13','331882','2007-03-01-00.00.00.0000'
'13','331882','2008-03-01-00.00.00.0000'
'13','331882','2009-02-01-00.00.00.0000'
'13','331886','2002-01-01-00.00.00.0000'
'13','331886','2007-03-01-00.00.00.0000'
'13','331886','2008-03-01-00.00.00.0000'
'13','331886','2009-02-01-00.00.00.0000'
'13','331887','2002-01-01-00.00.00.0000'
'13','331887','2007-03-01-00.00.00.0000'
'13','331887','2008-03-01-00.00.00.0000'
'13','331887','2009-02-01-00.00.00.0000'
'13','331888','2002-01-01-00.00.00.0000'
'13','331888','2007-03-01-00.00.00.0000'
'13','331888','2008-03-01-00.00.00.0000'
'13','331888','2009-02-01-00.00.00.0000'
'13','331892','2002-01-01-00.00.00.0000'
'13','331892','2007-03-01-00.00.00.0000'
'13','331892','2008-03-01-00.00.00.0000'
'13','331892','2009-02-01-00.00.00.0000'
'13','331893','2002-01-01-00.00.00.0000'
'13','331893','2007-03-01-00.00.00.0000'
'13','331893','2008-03-01-00.00.00.0000'
'13','331893','2009-02-01-00.00.00.0000'
'13','331894','2002-01-01-00.00.00.0000'
'13','331894','2007-03-01-00.00.00.0000'
'13','331894','2008-03-01-00.00.00.0000'
'13','331894','2009-02-01-00.00.00.0000'
'13','331895','2002-01-01-00.00.00.0000'
'13','331895','2007-03-01-00.00.00.0000'
'13','331895','2008-03-01-00.00.00.0000'
'13','331895','2009-02-01-00.00.00.0000'
'13','331896','2002-01-01-00.00.00.0000'
'13','331896','2007-03-01-00.00.00.0000'
'13','331896','2008-03-01-00.00.00.0000'
'13','331896','2009-02-01-00.00.00.0000'
'13','331898','2002-01-01-00.00.00.0000'
'13','331898','2007-03-01-00.00.00.0000'
'13','331898','2008-03-01-00.00.00.0000'
'13','331898','2009-02-01-00.00.00.0000'
'13','331899','2002-01-01-00.00.00.0000'
'13','331899','2007-03-01-00.00.00.0000'
'13','331899','2008-03-01-00.00.00.0000'
'13','331899','2009-02-01-00.00.00.0000'
'13','331900','2002-01-01-00.00.00.0000'
'13','331900','2007-03-01-00.00.00.0000'
'13','331900','2008-03-01-00.00.00.0000'
'13','331900','2009-02-01-00.00.00.0000'
'13','331901','2002-01-01-00.00.00.0000'
'13','331901','2007-03-01-00.00.00.0000'
'13','331901','2008-03-01-00.00.00.0000'
'13','331901','2009-02-01-00.00.00.0000'
'13','331902','2002-01-01-00.00.00.0000'
'13','331902','2007-03-01-00.00.00.0000'
'13','331902','2008-03-01-00.00.00.0000'
'13','331902','2009-02-01-00.00.00.0000'
'13','331904','2002-01-01-00.00.00.0000'
'13','331904','2007-03-01-00.00.00.0000'
'13','331904','2008-03-01-00.00.00.0000'
'13','331904','2009-02-01-00.00.00.0000'
'13','331905','2002-01-01-00.00.00.0000'
'13','331905','2007-03-01-00.00.00.0000'
'13','331905','2008-03-01-00.00.00.0000'
'13','331905','2009-02-01-00.00.00.0000'
'13','331906','2002-01-01-00.00.00.0000'
'13','331906','2007-03-01-00.00.00.0000'
'13','331906','2008-03-01-00.00.00.0000'
'13','331906','2009-02-01-00.00.00.0000'
'13','331907','2002-01-01-00.00.00.0000'
'13','331907','2007-03-01-00.00.00.0000'
'13','331907','2008-03-01-00.00.00.0000'
'13','331907','2009-02-01-00.00.00.0000'
'13','331908','2002-01-01-00.00.00.0000'
'13','331908','2007-03-01-00.00.00.0000'
'13','331908','2008-03-01-00.00.00.0000'
'13','331908','2009-02-01-00.00.00.0000'
'13','331910','2002-01-01-00.00.00.0000'
'13','331910','2007-03-01-00.00.00.0000'
'13','331910','2008-03-01-00.00.00.0000'
'13','331910','2009-02-01-00.00.00.0000'
'13','331911','2002-01-01-00.00.00.0000'
'13','331911','2007-03-01-00.00.00.0000'
'13','331911','2008-03-01-00.00.00.0000'
'13','331911','2009-02-01-00.00.00.0000'
'13','331912','2002-01-01-00.00.00.0000'
'13','331912','2007-03-01-00.00.00.0000'
'13','331912','2008-03-01-00.00.00.0000'
'13','331912','2009-02-01-00.00.00.0000'
'13','331913','2002-01-01-00.00.00.0000'
'13','331913','2007-03-01-00.00.00.0000'
'13','331913','2008-03-01-00.00.00.0000'
'13','331913','2009-02-01-00.00.00.0000'
'13','331914','2002-01-01-00.00.00.0000'
'13','331914','2007-03-01-00.00.00.0000'
'13','331914','2008-03-01-00.00.00.0000'
'13','331914','2009-02-01-00.00.00.0000'
'13','331916','2002-01-01-00.00.00.0000'
'13','331916','2007-03-01-00.00.00.0000'
'13','331916','2008-03-01-00.00.00.0000'
'13','331916','2009-02-01-00.00.00.0000'
'13','331917','2002-01-01-00.00.00.0000'
'13','331917','2007-03-01-00.00.00.0000'
'13','331917','2008-03-01-00.00.00.0000'
'13','331917','2009-02-01-00.00.00.0000'
'13','331918','2002-01-01-00.00.00.0000'
'13','331918','2007-03-01-00.00.00.0000'
'13','331918','2008-03-01-00.00.00.0000'
'13','331918','2009-02-01-00.00.00.0000'
'13','331922','2002-01-01-00.00.00.0000'
'13','331922','2007-03-01-00.00.00.0000'
'13','331922','2008-03-01-00.00.00.0000'
'13','331922','2009-02-01-00.00.00.0000'
'13','331923','2002-01-01-00.00.00.0000'
'13','331923','2007-03-01-00.00.00.0000'
'13','331923','2008-03-01-00.00.00.0000'
'13','331923','2009-02-01-00.00.00.0000'
'13','331924','2002-01-01-00.00.00.0000'
'13','331924','2007-03-01-00.00.00.0000'
'13','331924','2008-03-01-00.00.00.0000'
'13','331924','2009-02-01-00.00.00.0000'
'13','331928','2002-01-01-00.00.00.0000'
'13','331928','2007-03-01-00.00.00.0000'
'13','331928','2008-03-01-00.00.00.0000'
'13','331928','2009-02-01-00.00.00.0000'
'13','331929','2002-01-01-00.00.00.0000'
'13','331929','2007-03-01-00.00.00.0000'
'13','331929','2008-03-01-00.00.00.0000'
'13','331929','2009-02-01-00.00.00.0000'
'13','331930','2002-01-01-00.00.00.0000'
'13','331930','2007-03-01-00.00.00.0000'
'13','331930','2008-03-01-00.00.00.0000'
'13','331930','2009-02-01-00.00.00.0000'
'13','331934','2002-01-01-00.00.00.0000'
'13','331934','2007-03-01-00.00.00.0000'
'13','331934','2008-03-01-00.00.00.0000'
'13','331934','2009-02-01-00.00.00.0000'
'13','331935','2002-01-01-00.00.00.0000'
'13','331935','2007-03-01-00.00.00.0000'
'13','331935','2008-03-01-00.00.00.0000'
'13','331935','2009-02-01-00.00.00.0000'
'13','331936','2002-01-01-00.00.00.0000'
'13','331936','2007-03-01-00.00.00.0000'
'13','331936','2008-03-01-00.00.00.0000'
'13','331936','2009-02-01-00.00.00.0000'
'13','331940','2002-01-01-00.00.00.0000'
'13','331940','2007-03-01-00.00.00.0000'
'13','331940','2008-03-01-00.00.00.0000'
'13','331940','2009-02-01-00.00.00.0000'
'13','331941','2002-01-01-00.00.00.0000'
'13','331941','2007-03-01-00.00.00.0000'
'13','331941','2008-03-01-00.00.00.0000'
'13','331941','2009-02-01-00.00.00.0000'
'13','331942','2002-01-01-00.00.00.0000'
'13','331942','2007-03-01-00.00.00.0000'
'13','331942','2008-03-01-00.00.00.0000'
'13','331942','2009-02-01-00.00.00.0000'
'13','331943','2002-01-01-00.00.00.0000'
'13','331943','2007-03-01-00.00.00.0000'
'13','331943','2008-03-01-00.00.00.0000'
'13','331943','2009-02-01-00.00.00.0000'
'13','331944','2002-01-01-00.00.00.0000'
'13','331944','2007-03-01-00.00.00.0000'
'13','331944','2008-03-01-00.00.00.0000'
'13','331944','2009-02-01-00.00.00.0000'
'13','331946','2002-01-01-00.00.00.0000'
'13','331946','2007-03-01-00.00.00.0000'
'13','331946','2008-03-01-00.00.00.0000'
'13','331946','2009-02-01-00.00.00.0000'
'13','331947','2002-01-01-00.00.00.0000'
'13','331947','2007-03-01-00.00.00.0000'
'13','331947','2008-03-01-00.00.00.0000'
'13','331947','2009-02-01-00.00.00.0000'
'13','331948','2002-01-01-00.00.00.0000'
'13','331948','2007-03-01-00.00.00.0000'
'13','331948','2008-03-01-00.00.00.0000'
'13','331948','2009-02-01-00.00.00.0000'
'13','331949','2002-01-01-00.00.00.0000'
'13','331949','2007-03-01-00.00.00.0000'
'13','331949','2008-03-01-00.00.00.0000'
'13','331949','2009-02-01-00.00.00.0000'
'13','331950','2002-01-01-00.00.00.0000'
'13','331950','2007-03-01-00.00.00.0000'
'13','331950','2008-03-01-00.00.00.0000'
'13','331950','2009-02-01-00.00.00.0000'
'13','331952','2002-01-01-00.00.00.0000'
'13','331952','2007-03-01-00.00.00.0000'
'13','331952','2008-03-01-00.00.00.0000'
'13','331952','2009-02-01-00.00.00.0000'
'13','331953','2002-01-01-00.00.00.0000'
'13','331953','2007-03-01-00.00.00.0000'
'13','331953','2008-03-01-00.00.00.0000'
'13','331953','2009-02-01-00.00.00.0000'
'13','331954','2002-01-01-00.00.00.0000'
'13','331954','2007-03-01-00.00.00.0000'
'13','331954','2008-03-01-00.00.00.0000'
'13','331954','2009-02-01-00.00.00.0000'
'13','331955','2002-01-01-00.00.00.0000'
'13','331955','2007-03-01-00.00.00.0000'
'13','331955','2008-03-01-00.00.00.0000'
'13','331955','2009-02-01-00.00.00.0000'
'13','331956','2002-01-01-00.00.00.0000'
'13','331956','2007-03-01-00.00.00.0000'
'13','331956','2008-03-01-00.00.00.0000'
'13','331956','2009-02-01-00.00.00.0000'
'13','331960','2002-01-01-00.00.00.0000'
'13','331960','2007-03-01-00.00.00.0000'
'13','331960','2008-03-01-00.00.00.0000'
'13','331960','2009-02-01-00.00.00.0000'
'13','331961','2002-01-01-00.00.00.0000'
'13','331961','2007-03-01-00.00.00.0000'
'13','331961','2008-03-01-00.00.00.0000'
'13','331961','2009-02-01-00.00.00.0000'
'13','331962','2002-01-01-00.00.00.0000'
'13','331962','2007-03-01-00.00.00.0000'
'13','331962','2008-03-01-00.00.00.0000'
'13','331962','2009-02-01-00.00.00.0000'
'13','331963','2002-01-01-00.00.00.0000'
'13','331963','2007-03-01-00.00.00.0000'
'13','331963','2008-03-01-00.00.00.0000'
'13','331963','2009-02-01-00.00.00.0000'
'13','331964','2002-01-01-00.00.00.0000'
'13','331964','2007-03-01-00.00.00.0000'
'13','331964','2008-03-01-00.00.00.0000'
'13','331964','2009-02-01-00.00.00.0000'
'13','331968','2002-01-01-00.00.00.0000'
'13','331968','2007-03-01-00.00.00.0000'
'13','331968','2008-03-01-00.00.00.0000'
'13','331968','2009-02-01-00.00.00.0000'
'13','331969','2002-01-01-00.00.00.0000'
'13','331969','2007-03-01-00.00.00.0000'
'13','331969','2008-03-01-00.00.00.0000'
'13','331969','2009-02-01-00.00.00.0000'
'13','331970','2002-01-01-00.00.00.0000'
'13','331970','2007-03-01-00.00.00.0000'
'13','331970','2008-03-01-00.00.00.0000'
'13','331970','2009-02-01-00.00.00.0000'
'13','331974','2002-01-01-00.00.00.0000'
'13','331974','2007-03-01-00.00.00.0000'
'13','331974','2008-03-01-00.00.00.0000'
'13','331974','2009-02-01-00.00.00.0000'
'13','331975','2002-01-01-00.00.00.0000'
'13','331975','2007-03-01-00.00.00.0000'
'13','331975','2008-03-01-00.00.00.0000'
'13','331975','2009-02-01-00.00.00.0000'
'13','331976','2002-01-01-00.00.00.0000'
'13','331976','2007-03-01-00.00.00.0000'
'13','331976','2008-03-01-00.00.00.0000'
'13','331976','2009-02-01-00.00.00.0000'
'13','331980','2006-05-01-00.00.00.0000'
'13','331986','2002-01-01-00.00.00.0000'
'13','331992','2002-01-01-00.00.00.0000'
'13','335024','2006-05-01-00.00.00.0000'
'13','357100','2002-01-01-00.00.00.0000'
'13','357618','2002-01-01-00.00.00.0000'
'13','371600','2002-01-01-00.00.00.0000'
'13','501606','2002-01-01-00.00.00.0000'
'13','803500','2007-03-01-00.00.00.0000'
'13','804500','2007-03-01-00.00.00.0000'
'13','804500','2009-02-01-00.00.00.0000'
'13','804506','2007-03-01-00.00.00.0000'
'13','804506','2009-02-01-00.00.00.0000'
'13','804512','2007-03-01-00.00.00.0000'
'13','804512','2009-02-01-00.00.00.0000'
'13','804518','2007-03-01-00.00.00.0000'
'13','804518','2009-02-01-00.00.00.0000'
'13','813000','2008-03-01-00.00.00.0000'
'13','813100','2007-03-01-00.00.00.0000'
'13','813106','2007-03-01-00.00.00.0000'
'13','813500','2007-03-01-00.00.00.0000'
'13','813500','2009-09-01-00.00.00.0000'
'13','813500','2009-09-03-00.00.00.0000'
'13','813600','2007-03-01-00.00.00.0000'
'13','813606','2007-03-01-00.00.00.0000'
'13','813612','2007-03-01-00.00.00.0000'
'13','813618','2007-03-01-00.00.00.0000'
'13','813618','2009-02-01-00.00.00.0000'
'13','813624','2007-03-01-00.00.00.0000'
'13','814100','2007-03-01-00.00.00.0000'
'13','814106','2007-03-01-00.00.00.0000'
'13','816130','2007-03-01-00.00.00.0000'
'13','816130','2008-03-01-00.00.00.0000'
'13','816618','2008-03-01-00.00.00.0000'
'13','817106','2007-03-01-00.00.00.0000'
'13','817106','2008-03-01-00.00.00.0000'
'1','101024','2013-04-01-00.00.00.0000'
'1','101048','2013-04-01-00.00.00.0000'
'1','101060','2013-04-01-00.00.00.0000'
'1','109154','2013-04-01-00.00.00.0000'
'1','109155','2013-04-01-00.00.00.0000'
'1','109160','2013-04-01-00.00.00.0000'
'1','109161','2013-04-01-00.00.00.0000'
'1','112000','2013-04-01-00.00.00.0000'
'1','112001','2013-04-01-00.00.00.0000'
'1','112006','2013-04-01-00.00.00.0000'
'1','112012','2013-04-01-00.00.00.0000'
'1','112018','2013-04-01-00.00.00.0000'
'1','112022','2013-04-01-00.00.00.0000'
'1','112023','2013-04-01-00.00.00.0000'
'1','112024','2013-04-01-00.00.00.0000'
'1','112025','2013-04-01-00.00.00.0000'
'1','112032','2013-04-01-00.00.00.0000'
'1','112033','2013-04-01-00.00.00.0000'
'1','112034','2013-04-01-00.00.00.0000'
'1','112035','2013-04-01-00.00.00.0000'
'1','112040','2013-04-01-00.00.00.0000'
'1','112041','2013-04-01-00.00.00.0000'
'1','112042','2013-04-01-00.00.00.0000'
'1','112043','2013-04-01-00.00.00.0000'
'1','112044','2013-04-01-00.00.00.0000'
'1','112045','2013-04-01-00.00.00.0000'
'1','112050','2013-04-01-00.00.00.0000'
'1','112051','2013-04-01-00.00.00.0000'
'1','112060','2013-04-01-00.00.00.0000'
'1','112061','2013-04-01-00.00.00.0000'
'1','112062','2013-04-01-00.00.00.0000'
'1','112063','2013-04-01-00.00.00.0000'
'1','112064','2013-04-01-00.00.00.0000'
'1','112065','2013-04-01-00.00.00.0000'
'1','112076','2013-04-01-00.00.00.0000'
'1','112080','2013-04-01-00.00.00.0000'
'1','112081','2013-04-01-00.00.00.0000'
'1','112100','2013-04-01-00.00.00.0000'
'1','112101','2013-04-01-00.00.00.0000'
'1','112102','2013-04-01-00.00.00.0000'
'1','112103','2013-04-01-00.00.00.0000'
'1','112104','2013-04-01-00.00.00.0000'
'1','112105','2013-04-01-00.00.00.0000'
'1','112110','2013-04-01-00.00.00.0000'
'1','112111','2013-04-01-00.00.00.0000'
'1','112112','2013-04-01-00.00.00.0000'
'1','112113','2013-04-01-00.00.00.0000'
'1','112114','2013-04-01-00.00.00.0000'
'1','112115','2013-04-01-00.00.00.0000'
'1','112120','2013-04-01-00.00.00.0000'
'1','112121','2013-04-01-00.00.00.0000'
'1','112122','2013-04-01-00.00.00.0000'
'1','112123','2013-04-01-00.00.00.0000'
'1','112124','2013-04-01-00.00.00.0000'
'1','112125','2013-04-01-00.00.00.0000'
'1','112130','2013-04-01-00.00.00.0000'
'1','112131','2013-04-01-00.00.00.0000'
'1','112132','2013-04-01-00.00.00.0000'
'1','112133','2013-04-01-00.00.00.0000'
'1','112134','2013-04-01-00.00.00.0000'
'1','112135','2013-04-01-00.00.00.0000'
'1','112140','2013-04-01-00.00.00.0000'
'1','112141','2013-04-01-00.00.00.0000'
'1','112142','2013-04-01-00.00.00.0000'
'1','112143','2013-04-01-00.00.00.0000'
'1','112144','2013-04-01-00.00.00.0000'
'1','112145','2013-04-01-00.00.00.0000'
'1','112152','2013-04-01-00.00.00.0000'
'1','112153','2013-04-01-00.00.00.0000'
'1','112154','2013-04-01-00.00.00.0000'
'1','112155','2013-04-01-00.00.00.0000'
'1','112160','2013-04-01-00.00.00.0000'
'1','112161','2013-04-01-00.00.00.0000'
'1','112162','2013-04-01-00.00.00.0000'
'1','112163','2013-04-01-00.00.00.0000'
'1','112164','2013-04-01-00.00.00.0000'
'1','112165','2013-04-01-00.00.00.0000'
'1','112170','2013-04-01-00.00.00.0000'
'1','112171','2013-04-01-00.00.00.0000'
'1','112172','2013-04-01-00.00.00.0000'
'1','112173','2013-04-01-00.00.00.0000'
'1','112174','2013-04-01-00.00.00.0000'
'1','112175','2013-04-01-00.00.00.0000'
'1','112180','2013-04-01-00.00.00.0000'
'1','112181','2013-04-01-00.00.00.0000'
'1','112182','2013-04-01-00.00.00.0000'
'1','112183','2013-04-01-00.00.00.0000'
'1','112184','2013-04-01-00.00.00.0000'
'1','112185','2013-04-01-00.00.00.0000'
'1','112190','2013-04-01-00.00.00.0000'
'1','112191','2013-04-01-00.00.00.0000'
'1','112192','2013-04-01-00.00.00.0000'
'1','112193','2013-04-01-00.00.00.0000'
'1','112194','2013-04-01-00.00.00.0000'
'1','112195','2013-04-01-00.00.00.0000'
'1','112200','2013-04-01-00.00.00.0000'
'1','112201','2013-04-01-00.00.00.0000'
'1','112202','2013-04-01-00.00.00.0000'
'1','112203','2013-04-01-00.00.00.0000'
'1','112204','2013-04-01-00.00.00.0000'
'1','112205','2013-04-01-00.00.00.0000'
'1','112210','2013-04-01-00.00.00.0000'
'1','112211','2013-04-01-00.00.00.0000'
